transaction_id,sender_id,receiver_id,amount,timestamp
TX_000032,ACC_00108,ACC_00178,438.59,2024-01-12 00:09:00
TX_000033,ACC_00076,ACC_00111,175.36,2024-01-26 02:48:00
TX_000034,ACC_00047,ACC_00189,164.26,2024-01-05 16:22:00
TX_000035,ACC_00049,ACC_00009,387.32,2024-01-07 23:12:00
TX_000036,ACC_00001,ACC_00024,131.49,2024-01-16 00:00:00
TX_000037,ACC_00141,ACC_00029,63.6,2024-01-19 08:43:00
TX_000038,ACC_00184,ACC_00100,338.94,2024-01-09 17:26:00
TX_000039,ACC_00156,ACC_00014,196.45,2024-01-30 16:48:00
TX_000040,ACC_00006,ACC_00139,424.29,2024-01-29 13:08:00
TX_000041,ACC_00065,ACC_00107,346.02,2024-01-06 06:29:00
TX_000042,ACC_00018,ACC_00131,375.76,2024-01-12 21:48:00
TX_000043,ACC_00077,ACC_00126,343.35,2024-01-11 12:40:00
TX_000044,ACC_00056,ACC_00075,55.46,2024-01-24 20:31:00
TX_000045,ACC_00121,ACC_00098,448.54,2024-01-20 01:15:00
TX_000046,ACC_00006,ACC_00025,134.65,2024-01-05 01:01:00
TX_000047,ACC_00109,ACC_00169,244.78,2024-01-08 08:02:00
TX_000048,ACC_00168,ACC_00184,427.65,2024-01-20 15:20:00
TX_000049,ACC_00158,ACC_00088,11.1,2024-01-13 18:29:00
TX_000050,ACC_00190,ACC_00165,104.14,2024-01-20 13:35:00
TX_000051,ACC_00010,ACC_00153,426.01,2024-01-07 20:37:00
TX_000052,ACC_00123,ACC_00150,382.12,2024-01-17 23:41:00
TX_000053,ACC_00046,ACC_00064,127.53,2024-01-30 18:11:00
TX_000054,ACC_00088,ACC_00187,249.21,2024-01-08 20:32:00
TX_000055,ACC_00041,ACC_00018,479.83,2024-01-19 01:29:00
TX_000056,ACC_00030,ACC_00162,290.03,2024-01-07 17:02:00
TX_000057,ACC_00147,ACC_00103,461.16,2024-01-04 05:40:00
TX_000058,ACC_00042,ACC_00066,209.53,2024-01-01 16:38:00
TX_000059,ACC_00159,ACC_00006,355.6,2024-01-18 02:38:00
TX_000060,ACC_00070,ACC_00062,328.17,2024-01-18 12:26:00
TX_000061,ACC_00131,ACC_00198,383.37,2024-01-11 11:04:00
TX_000062,ACC_00090,ACC_00181,452.66,2024-01-23 14:40:00
TX_000063,ACC_00104,ACC_00033,69.43,2024-01-11 02:17:00
TX_000064,ACC_00085,ACC_00125,138.43,2024-01-27 12:57:00
TX_000065,ACC_00146,ACC_00173,159.44,2024-01-02 19:03:00
TX_000066,ACC_00176,ACC_00023,158.69,2024-01-17 01:54:00
TX_000067,ACC_00110,ACC_00073,165.86,2024-01-23 22:53:00
TX_000068,ACC_00021,ACC_00086,114.62,2024-01-14 17:17:00
TX_000069,ACC_00069,ACC_00171,18.51,2024-01-24 02:18:00
TX_000070,ACC_00060,ACC_00061,468.56,2024-01-13 18:34:00
TX_000071,ACC_00152,ACC_00129,239.4,2024-01-07 13:59:00
TX_000072,ACC_00134,ACC_00111,56.04,2024-01-22 09:02:00
TX_000073,ACC_00178,ACC_00015,48.94,2024-01-09 07:51:00
TX_000074,ACC_00094,ACC_00086,338.16,2024-01-15 00:21:00
TX_000075,ACC_00007,ACC_00046,50.22,2024-01-07 11:19:00
TX_000076,ACC_00156,ACC_00082,372.21,2024-01-09 15:17:00
TX_000077,ACC_00193,ACC_00051,305.3,2024-01-12 00:59:00
TX_000078,ACC_00128,ACC_00006,256.15,2024-01-22 03:17:00
TX_000079,ACC_00115,ACC_00184,258.78,2024-01-15 19:59:00
TX_000080,ACC_00078,ACC_00132,466.37,2024-01-22 21:43:00
TX_000081,ACC_00037,ACC_00049,264.9,2024-01-03 13:24:00
TX_000082,ACC_00195,ACC_00138,219.49,2024-01-20 17:39:00
TX_000083,ACC_00181,ACC_00108,305.33,2024-01-25 16:47:00
TX_000084,ACC_00117,ACC_00068,450.3,2024-01-17 16:39:00
TX_000085,ACC_00032,ACC_00174,285.6,2024-01-20 00:32:00
TX_000086,ACC_00190,ACC_00155,362.13,2024-01-03 09:06:00
TX_000087,ACC_00153,ACC_00059,61.35,2024-01-04 21:34:00
TX_000088,ACC_00035,ACC_00196,129.62,2024-01-13 04:46:00
TX_000089,ACC_00113,ACC_00185,382.3,2024-01-22 03:50:00
TX_000090,ACC_00113,ACC_00149,81.04,2024-01-28 12:35:00
TX_000091,ACC_00078,ACC_00178,258.23,2024-01-15 16:15:00
TX_000092,ACC_00162,ACC_00129,51.56,2024-01-21 12:33:00
TX_000093,ACC_00141,ACC_00062,283.8,2024-01-21 11:58:00
TX_000094,ACC_00139,ACC_00167,218.44,2024-01-07 08:28:00
TX_000095,ACC_00077,ACC_00115,418.49,2024-01-16 17:49:00
TX_000096,ACC_00044,ACC_00005,460.1,2024-01-04 15:04:00
TX_000097,ACC_00173,ACC_00090,298.47,2024-01-24 19:39:00
TX_000098,ACC_00162,ACC_00194,28.03,2024-01-25 12:06:00
TX_000099,ACC_00131,ACC_00101,186.69,2024-01-14 04:55:00
TX_000100,ACC_00015,ACC_00177,444.17,2024-01-05 21:15:00
TX_000101,ACC_00039,ACC_00080,85.92,2024-01-15 06:56:00
TX_000102,ACC_00194,ACC_00012,375.2,2024-01-27 14:48:00
TX_000103,ACC_00124,ACC_00107,78.71,2024-01-19 01:36:00
TX_000104,ACC_00175,ACC_00097,270.91,2024-01-20 00:05:00
TX_000105,ACC_00073,ACC_00026,494.5,2024-01-13 08:39:00
TX_000106,ACC_00001,ACC_00003,321.6,2024-01-16 20:39:00
TX_000107,ACC_00133,ACC_00122,245.29,2024-01-29 02:48:00
TX_000108,ACC_00138,ACC_00069,415.05,2024-01-27 11:42:00
TX_000109,ACC_00177,ACC_00138,178.57,2024-01-06 02:47:00
TX_000110,ACC_00007,ACC_00129,278.01,2024-01-24 11:01:00
TX_000111,ACC_00096,ACC_00193,169.4,2024-01-12 12:19:00
TX_000112,ACC_00011,ACC_00177,450.95,2024-01-19 18:13:00
TX_000113,ACC_00075,ACC_00162,155.75,2024-01-01 15:26:00
TX_000114,ACC_00120,ACC_00144,190.16,2024-01-14 02:35:00
TX_000115,ACC_00147,ACC_00043,134.43,2024-01-29 20:30:00
TX_000116,ACC_00104,ACC_00125,346.31,2024-01-06 00:34:00
TX_000117,ACC_00045,ACC_00108,235.84,2024-01-24 14:32:00
TX_000118,ACC_00077,ACC_00135,62.55,2024-01-12 11:28:00
TX_000119,ACC_00118,ACC_00063,487.94,2024-01-01 00:47:00
TX_000120,ACC_00149,ACC_00026,335.62,2024-01-15 09:19:00
TX_000121,ACC_00155,ACC_00130,498.93,2024-01-07 08:28:00
TX_000122,ACC_00122,ACC_00172,125.92,2024-01-09 20:06:00
TX_000123,ACC_00156,ACC_00172,72.91,2024-01-03 13:51:00
TX_000124,ACC_00101,ACC_00040,280.41,2024-01-22 18:32:00
TX_000125,ACC_00013,ACC_00038,455.5,2024-01-18 22:20:00
TX_000126,ACC_00082,ACC_00120,286.45,2024-01-29 16:54:00
TX_000127,ACC_00074,ACC_00142,342.85,2024-01-12 03:38:00
TX_000128,ACC_00080,ACC_00123,42.2,2024-01-29 20:07:00
TX_000129,ACC_00039,ACC_00010,256.01,2024-01-24 11:01:00
TX_000130,ACC_00179,ACC_00032,352.93,2024-01-15 21:40:00
TX_000131,ACC_00031,ACC_00191,404.37,2024-01-05 02:11:00
TX_000132,ACC_00090,ACC_00015,198.06,2024-01-04 06:30:00
TX_000133,ACC_00121,ACC_00133,176.5,2024-01-13 10:59:00
TX_000134,ACC_00145,ACC_00017,320.18,2024-01-19 02:58:00
TX_000135,ACC_00180,ACC_00166,104.38,2024-01-10 08:06:00
TX_000136,ACC_00002,ACC_00172,202.37,2024-01-28 21:40:00
TX_000137,ACC_00037,ACC_00021,60.31,2024-01-06 18:32:00
TX_000138,ACC_00028,ACC_00148,474.42,2024-01-22 15:37:00
TX_000139,ACC_00136,ACC_00102,228.82,2024-01-17 20:05:00
TX_000140,ACC_00009,ACC_00143,199.52,2024-01-12 08:32:00
TX_000141,ACC_00123,ACC_00191,185.63,2024-01-23 08:40:00
TX_000142,ACC_00033,ACC_00121,170.96,2024-01-05 12:05:00
TX_000143,ACC_00125,ACC_00061,289.24,2024-01-17 02:02:00
TX_000144,ACC_00186,ACC_00164,251.49,2024-01-16 18:59:00
TX_000145,ACC_00051,ACC_00131,183.97,2024-01-19 06:06:00
TX_000146,ACC_00031,ACC_00063,429.42,2024-01-04 01:10:00
TX_000147,ACC_00131,ACC_00073,39.95,2024-01-15 17:49:00
TX_000148,ACC_00040,ACC_00054,44.81,2024-01-04 21:17:00
TX_000149,ACC_00149,ACC_00100,192.5,2024-01-19 11:52:00
TX_000150,ACC_00023,ACC_00138,327.43,2024-01-02 03:34:00
TX_000151,ACC_00061,ACC_00122,483.68,2024-01-30 20:25:00
TX_000152,ACC_00181,ACC_00112,252.24,2024-01-25 11:04:00
TX_000153,ACC_00114,ACC_00063,128.78,2024-01-29 13:12:00
TX_000154,ACC_00043,ACC_00013,154.73,2024-01-04 10:53:00
TX_000155,ACC_00079,ACC_00098,240.78,2024-01-10 15:24:00
TX_000156,ACC_00112,ACC_00060,93.69,2024-01-11 13:22:00
TX_000157,ACC_00013,ACC_00042,100.93,2024-01-08 05:57:00
TX_000158,ACC_00152,ACC_00169,477.62,2024-01-24 22:50:00
TX_000159,ACC_00127,ACC_00046,458.19,2024-01-08 22:55:00
TX_000160,ACC_00087,ACC_00166,193.02,2024-01-05 14:05:00
TX_000161,ACC_00100,ACC_00068,217.54,2024-01-10 18:00:00
TX_000162,ACC_00158,ACC_00106,195.66,2024-01-16 05:45:00
TX_000163,ACC_00124,ACC_00126,337.89,2024-01-28 00:26:00
TX_000164,ACC_00115,ACC_00196,380.32,2024-01-09 23:22:00
TX_000165,ACC_00105,ACC_00050,347.14,2024-01-06 04:50:00
TX_000166,ACC_00174,ACC_00036,141.97,2024-01-06 10:26:00
TX_000167,ACC_00177,ACC_00002,451.13,2024-01-20 02:26:00
TX_000168,ACC_00107,ACC_00064,159.7,2024-01-02 03:25:00
TX_000169,ACC_00067,ACC_00198,328.39,2024-01-27 01:51:00
TX_000170,ACC_00085,ACC_00087,97.82,2024-01-12 12:26:00
TX_000171,ACC_00004,ACC_00116,386.39,2024-01-24 16:46:00
TX_000172,ACC_00110,ACC_00035,50.34,2024-01-27 13:34:00
TX_000173,ACC_00096,ACC_00107,260.05,2024-01-23 10:57:00
TX_000174,ACC_00175,ACC_00067,441.33,2024-01-01 01:49:00
TX_000175,ACC_00050,ACC_00167,98.64,2024-01-02 07:53:00
TX_000176,ACC_00109,ACC_00014,173.19,2024-01-15 18:42:00
TX_000177,ACC_00064,ACC_00129,337.28,2024-01-24 17:06:00
TX_000178,ACC_00121,ACC_00016,98.46,2024-01-10 06:03:00
TX_000179,ACC_00037,ACC_00151,168.55,2024-01-26 20:23:00
TX_000180,ACC_00143,ACC_00095,393.76,2024-01-06 20:49:00
TX_000181,ACC_00024,ACC_00008,265.78,2024-01-08 00:38:00
TX_000182,ACC_00157,ACC_00154,290.86,2024-01-10 02:36:00
TX_000183,ACC_00094,ACC_00154,22.22,2024-01-19 23:48:00
TX_000184,ACC_00089,ACC_00072,178.59,2024-01-22 07:37:00
TX_000185,ACC_00024,ACC_00129,118.89,2024-01-23 08:56:00
TX_000186,ACC_00184,ACC_00016,276.71,2024-01-11 11:38:00
TX_000187,ACC_00128,ACC_00079,159.27,2024-01-02 06:25:00
TX_000188,ACC_00156,ACC_00024,411.72,2024-01-03 10:55:00
TX_000189,ACC_00117,ACC_00025,202.52,2024-01-23 10:47:00
TX_000190,ACC_00169,ACC_00189,233.02,2024-01-11 05:33:00
TX_000191,ACC_00029,ACC_00006,117.38,2024-01-26 14:51:00
TX_000192,ACC_00077,ACC_00090,410.37,2024-01-30 00:52:00
TX_000193,ACC_00186,ACC_00104,344.08,2024-01-19 02:24:00
TX_000194,ACC_00116,ACC_00095,454.69,2024-01-05 11:34:00
TX_000195,ACC_00071,ACC_00123,268.23,2024-01-23 07:29:00
TX_000196,ACC_00036,ACC_00021,220.71,2024-01-20 21:07:00
TX_000197,ACC_00086,ACC_00170,458.57,2024-01-07 21:48:00
TX_000198,ACC_00055,ACC_00145,79.5,2024-01-08 14:17:00
TX_000199,ACC_00024,ACC_00088,216.69,2024-01-16 17:49:00
TX_000200,ACC_00198,ACC_00098,155.96,2024-01-29 18:47:00
TX_000201,ACC_00097,ACC_00200,336.98,2024-01-02 12:19:00
TX_000202,ACC_00105,ACC_00099,349.07,2024-01-24 03:03:00
TX_000203,ACC_00127,ACC_00041,487.49,2024-01-05 16:02:00
TX_000204,ACC_00072,ACC_00062,318.21,2024-01-03 06:17:00
TX_000205,ACC_00106,ACC_00079,167.46,2024-01-12 17:15:00
TX_000206,ACC_00108,ACC_00105,498.07,2024-01-08 05:31:00
TX_000207,ACC_00188,ACC_00108,297.29,2024-01-23 05:48:00
TX_000208,ACC_00073,ACC_00108,60.94,2024-01-04 23:56:00
TX_000209,ACC_00147,ACC_00097,63.14,2024-01-07 21:47:00
TX_000210,ACC_00058,ACC_00076,374.76,2024-01-29 11:47:00
TX_000211,ACC_00084,ACC_00003,441.91,2024-01-23 02:43:00
TX_000212,ACC_00111,ACC_00079,87.39,2024-01-10 08:53:00
TX_000213,ACC_00014,ACC_00055,366.11,2024-01-08 10:01:00
TX_000214,ACC_00102,ACC_00152,74.79,2024-01-22 06:47:00
TX_000215,ACC_00058,ACC_00007,196.33,2024-01-08 02:28:00
TX_000216,ACC_00160,ACC_00132,10.97,2024-01-18 05:41:00
TX_000217,ACC_00144,ACC_00166,324.16,2024-01-10 20:23:00
TX_000218,ACC_00043,ACC_00023,173.9,2024-01-12 17:30:00
TX_000219,ACC_00092,ACC_00085,261.34,2024-01-07 15:11:00
TX_000220,ACC_00193,ACC_00078,475.13,2024-01-01 09:08:00
TX_000221,ACC_00167,ACC_00075,304.8,2024-01-02 16:48:00
TX_000222,ACC_00158,ACC_00159,322.22,2024-01-25 07:49:00
TX_000223,ACC_00040,ACC_00194,13.14,2024-01-27 00:44:00
TX_000224,ACC_00169,ACC_00013,421.43,2024-01-04 03:55:00
TX_000225,ACC_00019,ACC_00017,11.72,2024-01-14 03:16:00
TX_000226,ACC_00008,ACC_00119,398.9,2024-01-03 00:20:00
TX_000227,ACC_00125,ACC_00131,467.96,2024-01-30 14:00:00
TX_000228,ACC_00053,ACC_00018,476.74,2024-01-02 16:12:00
TX_000229,ACC_00049,ACC_00042,104.21,2024-01-26 20:18:00
TX_000230,ACC_00093,ACC_00171,57.4,2024-01-06 10:51:00
TX_000231,ACC_00074,ACC_00029,178.65,2024-01-15 09:26:00
TX_000232,ACC_00006,ACC_00143,486.79,2024-01-06 04:08:00
TX_000233,ACC_00121,ACC_00040,217.85,2024-01-14 07:48:00
TX_000234,ACC_00167,ACC_00133,121.01,2024-01-17 09:31:00
TX_000235,ACC_00143,ACC_00020,362.15,2024-01-27 20:09:00
TX_000236,ACC_00131,ACC_00092,260.98,2024-01-19 20:59:00
TX_000237,ACC_00172,ACC_00187,369.98,2024-01-29 10:28:00
TX_000238,ACC_00147,ACC_00029,106.29,2024-01-05 01:10:00
TX_000239,ACC_00185,ACC_00166,282.29,2024-01-18 18:19:00
TX_000240,ACC_00119,ACC_00062,468.22,2024-01-18 18:56:00
TX_000241,ACC_00199,ACC_00131,57.65,2024-01-01 11:12:00
TX_000242,ACC_00187,ACC_00190,491.5,2024-01-10 01:24:00
TX_000243,ACC_00079,ACC_00143,304.75,2024-01-29 12:23:00
TX_000244,ACC_00061,ACC_00116,155.78,2024-01-25 15:08:00
TX_000245,ACC_00143,ACC_00039,72.23,2024-01-28 16:45:00
TX_000246,ACC_00170,ACC_00036,10.1,2024-01-21 09:20:00
TX_000247,ACC_00145,ACC_00095,291.75,2024-01-05 23:04:00
TX_000248,ACC_00135,ACC_00115,411.36,2024-01-04 05:56:00
TX_000249,ACC_00138,ACC_00069,72.26,2024-01-01 04:44:00
TX_000250,ACC_00047,ACC_00162,26.87,2024-01-27 08:55:00
TX_000251,ACC_00035,ACC_00123,410.0,2024-01-08 18:38:00
TX_000252,ACC_00118,ACC_00035,178.72,2024-01-26 04:30:00
TX_000253,ACC_00159,ACC_00133,450.47,2024-01-20 12:35:00
TX_000254,ACC_00162,ACC_00024,241.53,2024-01-11 16:00:00
TX_000255,ACC_00122,ACC_00119,21.69,2024-01-06 23:56:00
TX_000256,ACC_00089,ACC_00180,453.86,2024-01-12 18:09:00
TX_000257,ACC_00027,ACC_00174,30.43,2024-01-22 17:02:00
TX_000258,ACC_00115,ACC_00162,367.18,2024-01-04 22:02:00
TX_000259,ACC_00079,ACC_00141,292.82,2024-01-04 07:35:00
TX_000260,ACC_00200,ACC_00062,20.68,2024-01-06 10:48:00
TX_000261,ACC_00172,ACC_00126,392.15,2024-01-10 11:21:00
TX_000262,ACC_00133,ACC_00129,32.86,2024-01-21 13:48:00
TX_000263,ACC_00037,ACC_00146,388.87,2024-01-06 18:32:00
TX_000264,ACC_00061,ACC_00076,297.0,2024-01-18 05:30:00
TX_000265,ACC_00133,ACC_00051,210.44,2024-01-04 22:31:00
TX_000266,ACC_00094,ACC_00166,78.92,2024-01-09 01:38:00
TX_000267,ACC_00018,ACC_00184,164.84,2024-01-20 04:38:00
TX_000268,ACC_00001,ACC_00185,301.61,2024-01-11 17:46:00
TX_000269,ACC_00131,ACC_00154,60.26,2024-01-26 23:44:00
TX_000270,ACC_00066,ACC_00062,493.17,2024-01-17 17:03:00
TX_000271,ACC_00083,ACC_00044,479.5,2024-01-12 02:53:00
TX_000272,ACC_00014,ACC_00148,415.12,2024-01-12 11:12:00
TX_000273,ACC_00087,ACC_00053,132.2,2024-01-26 12:59:00
TX_000274,ACC_00104,ACC_00074,497.5,2024-01-22 10:01:00
TX_000275,ACC_00052,ACC_00056,355.02,2024-01-16 01:10:00
TX_000276,ACC_00188,ACC_00158,292.13,2024-01-29 15:59:00
TX_000277,ACC_00148,ACC_00100,102.37,2024-01-11 18:20:00
TX_000278,ACC_00030,ACC_00193,366.21,2024-01-12 19:37:00
TX_000279,ACC_00158,ACC_00193,168.45,2024-01-25 08:38:00
TX_000280,ACC_00050,ACC_00046,113.1,2024-01-25 14:29:00
TX_000281,ACC_00109,ACC_00164,445.85,2024-01-28 13:30:00
TX_000282,ACC_00159,ACC_00052,495.75,2024-01-06 12:32:00
TX_000283,ACC_00079,ACC_00127,41.91,2024-01-11 13:56:00
TX_000284,ACC_00183,ACC_00194,403.71,2024-01-30 00:12:00
TX_000285,ACC_00146,ACC_00147,24.97,2024-01-22 02:50:00
TX_000286,ACC_00028,ACC_00025,229.36,2024-01-16 12:41:00
TX_000287,ACC_00177,ACC_00111,163.17,2024-01-16 17:11:00
TX_000288,ACC_00141,ACC_00066,486.5,2024-01-07 15:24:00
TX_000289,ACC_00017,ACC_00076,400.98,2024-01-08 05:57:00
TX_000290,ACC_00148,ACC_00039,221.7,2024-01-19 18:15:00
TX_000291,ACC_00042,ACC_00107,31.39,2024-01-05 12:55:00
TX_000292,ACC_00011,ACC_00150,121.83,2024-01-10 19:15:00
TX_000293,ACC_00025,ACC_00191,321.09,2024-01-05 03:20:00
TX_000294,ACC_00125,ACC_00110,97.15,2024-01-16 00:39:00
TX_000295,ACC_00110,ACC_00075,495.68,2024-01-24 07:23:00
TX_000296,ACC_00035,ACC_00050,435.52,2024-01-13 17:45:00
TX_000297,ACC_00010,ACC_00067,452.23,2024-01-15 17:40:00
TX_000298,ACC_00151,ACC_00040,350.88,2024-01-11 19:31:00
TX_000299,ACC_00065,ACC_00033,80.95,2024-01-18 23:24:00
TX_000300,ACC_00115,ACC_00136,427.48,2024-01-24 14:42:00
TX_000301,ACC_00099,ACC_00090,40.93,2024-01-13 01:54:00
TX_000302,ACC_00034,ACC_00019,76.45,2024-01-20 09:49:00
TX_000303,ACC_00052,ACC_00109,114.27,2024-01-27 12:15:00
TX_000304,ACC_00142,ACC_00127,242.25,2024-01-15 00:26:00
TX_000305,ACC_00060,ACC_00066,365.18,2024-01-21 13:50:00
TX_000306,ACC_00193,ACC_00068,249.65,2024-01-15 23:54:00
TX_000307,ACC_00082,ACC_00115,401.77,2024-01-07 19:22:00
TX_000308,ACC_00113,ACC_00077,310.72,2024-01-20 13:41:00
TX_000309,ACC_00189,ACC_00081,419.22,2024-01-18 09:38:00
TX_000310,ACC_00076,ACC_00035,67.17,2024-01-19 00:11:00
TX_000311,ACC_00143,ACC_00115,63.05,2024-01-22 01:53:00
TX_000312,ACC_00103,ACC_00091,261.9,2024-01-19 01:59:00
TX_000313,ACC_00157,ACC_00074,376.55,2024-01-21 23:03:00
TX_000314,ACC_00066,ACC_00058,284.52,2024-01-05 03:52:00
TX_000315,ACC_00177,ACC_00176,309.3,2024-01-17 02:09:00
TX_000316,ACC_00080,ACC_00049,291.14,2024-01-12 22:37:00
TX_000317,ACC_00101,ACC_00126,350.32,2024-01-11 23:58:00
TX_000318,ACC_00080,ACC_00045,341.73,2024-01-12 08:28:00
TX_000319,ACC_00152,ACC_00081,295.53,2024-01-09 00:58:00
TX_000320,ACC_00089,ACC_00068,456.93,2024-01-25 02:15:00
TX_000321,ACC_00089,ACC_00197,198.64,2024-01-16 14:49:00
TX_000322,ACC_00027,ACC_00026,71.78,2024-01-06 23:52:00
TX_000323,ACC_00135,ACC_00145,369.64,2024-01-16 03:29:00
TX_000324,ACC_00051,ACC_00177,20.25,2024-01-07 02:01:00
TX_000325,ACC_00091,ACC_00093,257.75,2024-01-01 02:11:00
TX_000326,ACC_00004,ACC_00085,49.05,2024-01-08 19:25:00
TX_000327,ACC_00177,ACC_00166,441.58,2024-01-25 10:26:00
TX_000328,ACC_00049,ACC_00092,130.87,2024-01-18 03:40:00
TX_000329,ACC_00034,ACC_00040,161.41,2024-01-18 04:36:00
TX_000330,ACC_00183,ACC_00185,312.1,2024-01-11 12:45:00
TX_000331,ACC_00099,ACC_00200,466.22,2024-01-08 13:54:00
TX_000332,ACC_00045,ACC_00005,100.09,2024-01-01 05:31:00
TX_000333,ACC_00069,ACC_00045,59.62,2024-01-24 05:37:00
TX_000334,ACC_00005,ACC_00186,220.24,2024-01-08 01:08:00
TX_000335,ACC_00169,ACC_00122,425.47,2024-01-09 19:36:00
TX_000336,ACC_00033,ACC_00090,163.85,2024-01-14 18:37:00
TX_000337,ACC_00172,ACC_00034,140.75,2024-01-06 06:54:00
TX_000338,ACC_00143,ACC_00089,154.38,2024-01-14 01:15:00
TX_000339,ACC_00126,ACC_00029,170.27,2024-01-07 01:00:00
TX_000340,ACC_00196,ACC_00120,47.78,2024-01-27 18:31:00
TX_000341,ACC_00007,ACC_00165,21.69,2024-01-27 16:51:00
TX_000342,ACC_00149,ACC_00081,310.64,2024-01-06 00:50:00
TX_000343,ACC_00027,ACC_00100,384.44,2024-01-21 15:40:00
TX_000344,ACC_00013,ACC_00010,151.4,2024-01-30 18:07:00
TX_000345,ACC_00043,ACC_00102,101.04,2024-01-19 15:25:00
TX_000346,ACC_00087,ACC_00151,94.33,2024-01-19 19:11:00
TX_000347,ACC_00055,ACC_00148,63.05,2024-01-05 03:47:00
TX_000348,ACC_00069,ACC_00097,180.2,2024-01-03 04:43:00
TX_000349,ACC_00107,ACC_00073,242.49,2024-01-24 16:51:00
TX_000350,ACC_00094,ACC_00015,243.09,2024-01-24 10:47:00
TX_000351,ACC_00143,ACC_00089,415.37,2024-01-02 12:19:00
TX_000352,ACC_00012,ACC_00013,385.97,2024-01-18 19:21:00
TX_000353,ACC_00154,ACC_00070,379.48,2024-01-30 06:20:00
TX_000354,ACC_00162,ACC_00025,397.54,2024-01-19 20:31:00
TX_000355,ACC_00014,ACC_00117,173.57,2024-01-28 16:23:00
TX_000356,ACC_00187,ACC_00027,199.34,2024-01-07 13:37:00
TX_000357,ACC_00050,ACC_00154,263.03,2024-01-29 11:06:00
TX_000358,ACC_00167,ACC_00133,498.94,2024-01-29 12:34:00
TX_000359,ACC_00200,ACC_00028,249.74,2024-01-26 11:03:00
TX_000360,ACC_00185,ACC_00147,361.28,2024-01-13 08:52:00
TX_000361,ACC_00084,ACC_00176,351.21,2024-01-19 02:57:00
TX_000362,ACC_00146,ACC_00008,235.55,2024-01-06 19:13:00
TX_000363,ACC_00127,ACC_00178,140.18,2024-01-07 07:42:00
TX_000364,ACC_00129,ACC_00029,413.31,2024-01-24 17:27:00
TX_000365,ACC_00183,ACC_00158,499.99,2024-01-27 20:20:00
TX_000366,ACC_00077,ACC_00185,242.65,2024-01-22 06:13:00
TX_000367,ACC_00057,ACC_00078,125.62,2024-01-15 03:40:00
TX_000368,ACC_00101,ACC_00169,396.44,2024-01-30 19:29:00
TX_000369,ACC_00180,ACC_00152,226.86,2024-01-09 12:32:00
TX_000370,ACC_00047,ACC_00158,308.45,2024-01-18 00:41:00
TX_000371,ACC_00135,ACC_00158,52.15,2024-01-26 13:38:00
TX_000372,ACC_00146,ACC_00177,201.19,2024-01-11 20:34:00
TX_000373,ACC_00046,ACC_00024,103.81,2024-01-19 14:16:00
TX_000374,ACC_00154,ACC_00089,130.87,2024-01-03 16:45:00
TX_000375,ACC_00185,ACC_00118,238.78,2024-01-18 17:44:00
TX_000376,ACC_00192,ACC_00195,154.27,2024-01-10 21:25:00
